tipo_cultivo,ubicacion,tamanio,rdto,uso_fertilizantes
Semierecta.,1110,32222,0.7568,True
Erecta.,1236,44172,0.3487,True
Semierecta.,1478,4581,0.3463,False
Semierecta.,1543,21756,0.606,True
Erecta.,1030,94746,0.0493,True
Erecta.,1369,27950,0.3299,True
Semierecta.,1598,42382,0.9792,False
Erecta.,1364,53099,0.2776,True
Erecta.,1546,37187,0.902,True
Erecta.,1286,24430,0.3515,False
Erecta.,1443,52998,0.3545,True
Rastrera.,1683,39297,0.8792,True
Erecta.,1716,3980,0.5453,True
Erecta.,1007,16889,0.7911,True
Semierecta.,1704,47348,0.9809,False
Semierecta.,1076,65737,0.4537,False
Semierecta.,1773,85155,0.5666,True
Rastrera.,1923,69583,0.934,True
Rastrera.,1959,89191,0.6534,True
Rastrera.,1331,86955,0.3963,True
Semierecta.,1000,2844,0.2632,True
Erecta.,1630,42014,0.1104,False
Erecta.,1107,33451,0.2911,False
Semierecta.,1336,5463,0.4282,True
Erecta.,1830,17088,0.2915,False
Rastrera.,1538,99390,0.4223,False
Rastrera.,1383,62138,0.2859,True
Semierecta.,1818,69450,0.9404,False
Semierecta.,1915,90731,0.2889,False
Rastrera.,1835,93606,0.4541,True
Rastrera.,1053,11978,0.8756,True
Semierecta.,1228,98991,0.673,False
Semierecta.,1965,43509,0.3445,True
Rastrera.,1890,9261,0.6393,True
Semierecta.,1562,42674,0.9278,True
Rastrera.,1659,44823,0.4406,False
Erecta.,1994,85371,0.4204,False
Erecta.,1350,61369,0.964,False
Semierecta.,1606,97678,0.6591,True
Semierecta.,1118,50267,0.071,False
Rastrera.,1313,74064,0.6199,False
Rastrera.,1989,86486,0.0438,False
Rastrera.,1561,46837,0.878,True
Rastrera.,1589,95439,0.9108,False
Rastrera.,1574,13511,0.8453,True
Rastrera.,1998,21422,0.5522,False
Semierecta.,1190,86209,0.4056,False
Erecta.,1898,59568,0.4178,False
Erecta.,1426,88434,0.8092,False
Semierecta.,1881,78595,0.0915,True
Rastrera.,1012,51583,0.2999,False
Semierecta.,1160,72461,0.9278,False
Erecta.,1623,80907,0.9672,False
Erecta.,1680,35241,0.1036,True
Semierecta.,1325,65915,0.0852,True
Erecta.,1868,37832,0.5782,False
Rastrera.,1286,18846,0.669,True
Erecta.,1377,89135,0.0948,True
Rastrera.,1534,9165,0.0547,False
Rastrera.,1353,26346,0.0724,False
Semierecta.,1058,44301,0.731,True
Erecta.,1671,65557,0.9804,True
Erecta.,1854,77590,0.5604,False
Erecta.,1535,82509,0.6335,False
Rastrera.,1608,17467,0.3259,False
Semierecta.,1048,44859,0.8569,False
Semierecta.,1935,67383,0.8053,False
Rastrera.,1826,20066,0.8423,False
Rastrera.,1167,5552,0.761,True
Semierecta.,1082,81694,0.8903,False
Erecta.,1942,55166,0.8481,True
Semierecta.,1629,44217,0.5287,False
Erecta.,1599,21424,0.2097,True
Erecta.,1113,28746,0.4547,True
Erecta.,1793,33621,0.016,True
Semierecta.,1798,80678,0.4344,True
Semierecta.,1718,86082,0.9845,True
Semierecta.,1365,76548,0.8577,False
Rastrera.,1100,45543,0.3797,False
Rastrera.,1680,34244,0.4685,False
Erecta.,1715,41434,0.6833,False
Rastrera.,1655,90717,0.9933,False
Erecta.,1151,40426,0.569,True
Erecta.,1183,14362,0.5846,True
Semierecta.,1353,67774,0.2557,False
Semierecta.,1310,12172,0.1473,True
Rastrera.,1798,47333,0.1259,False
Semierecta.,1782,85190,0.1286,False
Semierecta.,1738,12753,0.4577,False
Rastrera.,1500,25508,0.3629,False
Rastrera.,2000,24675,0.8428,False
Semierecta.,1449,98769,0.0046,False
Erecta.,1852,68408,0.2615,False
Erecta.,1091,33282,0.4752,True
Rastrera.,1730,478,0.4806,True
Erecta.,1316,78117,0.5829,False
Semierecta.,1180,72215,0.7241,True
Erecta.,1295,82240,0.4975,True
Erecta.,1142,85459,0.1718,False
Semierecta.,1064,84633,0.166,True
Rastrera.,1791,18228,0.8399,False
Erecta.,1462,41014,0.4943,False
Rastrera.,1189,94699,0.4336,False
Erecta.,1557,15366,0.124,False
Erecta.,1772,82609,0.4794,False
Rastrera.,1917,23908,0.8332,False
Erecta.,1973,32327,0.6132,True
Semierecta.,1265,19837,0.6553,False
Semierecta.,1136,58828,0.0124,True
Rastrera.,1420,82747,0.8385,False
Rastrera.,1868,70254,0.2683,True
Semierecta.,1722,17993,0.6069,False
Rastrera.,1284,6645,0.5649,False
Erecta.,1297,20861,0.8925,False
Erecta.,1912,38663,0.9761,False
Rastrera.,1684,78606,0.2775,True
Semierecta.,1852,36782,0.9273,True
Erecta.,1406,5398,0.9373,True
Semierecta.,1886,43560,0.0013,False
Erecta.,1472,72798,0.7787,True
Rastrera.,1381,23573,0.0239,False
Semierecta.,1972,48822,0.4481,False
Rastrera.,1953,20894,0.0442,False
Semierecta.,1578,9428,0.2962,False
Rastrera.,1519,68266,0.1918,False
Rastrera.,1914,75731,0.8794,False
Erecta.,1594,761,0.9747,False
Erecta.,1843,81234,0.1963,True
Erecta.,1859,30205,0.9546,False
Semierecta.,1900,900,0.8277,True
Semierecta.,1170,71437,0.0466,True
Semierecta.,1241,98255,0.8369,False
Rastrera.,1766,78294,0.4685,False
Semierecta.,1660,58047,0.3268,True
Rastrera.,1402,28261,0.5677,False
Rastrera.,1303,9873,0.0283,True
Rastrera.,1050,20248,0.2011,False
Rastrera.,1051,86378,0.1927,False
Erecta.,1321,27325,0.8713,True
Erecta.,1129,30649,0.8598,False
Semierecta.,1319,88555,0.4449,False
Rastrera.,1800,38988,0.4315,False
Erecta.,1227,89118,0.3,False
Rastrera.,1652,79647,0.8441,False
Semierecta.,1656,23071,0.9527,True
Erecta.,1372,74241,0.0125,True
Erecta.,1332,17455,0.4253,False
Rastrera.,1516,64525,0.0896,False
Semierecta.,1776,70941,0.9746,True
Erecta.,1569,88704,0.7298,True
Semierecta.,1407,908,0.4733,True
Rastrera.,1581,91425,0.4249,False
Rastrera.,1268,80002,0.3077,False
Rastrera.,1132,88650,0.7732,True
Erecta.,1405,43668,0.0955,False
Erecta.,1238,2163,0.5764,False
Semierecta.,1807,53072,0.7226,False
Erecta.,1274,26751,0.077,False
Erecta.,1048,73868,0.8849,True
Erecta.,1903,76422,0.3968,True
Semierecta.,1992,31141,0.757,False
Rastrera.,1212,83266,0.9512,True
Semierecta.,1104,13125,0.4755,False
Erecta.,1059,54577,0.4241,False
Rastrera.,1599,62048,0.3768,False
Semierecta.,2000,95527,0.0107,False
Semierecta.,1196,93296,0.2103,True
Erecta.,1593,73889,0.8754,False
Erecta.,1443,31513,0.5632,False
Rastrera.,1885,65723,0.8129,False
Rastrera.,1762,50613,0.3439,True
Semierecta.,1282,24938,0.5629,False
Semierecta.,1508,23282,0.014,True
Rastrera.,1436,7659,0.7248,True
Rastrera.,1696,48486,0.2947,True
Semierecta.,1188,1071,0.4464,False
Semierecta.,1273,49066,0.8652,False
Semierecta.,1443,30343,0.714,False
Erecta.,1222,41381,0.9031,False
Semierecta.,1542,73112,0.9128,False
Semierecta.,1201,55768,0.8452,True
Semierecta.,1871,53278,0.2865,False
Erecta.,1237,49446,0.4103,False
Rastrera.,1856,94110,0.2585,False
Rastrera.,1295,16917,0.9446,True
Semierecta.,1613,78520,0.5205,True
Semierecta.,1369,40087,0.8629,False
Erecta.,1794,76146,0.3897,True
Rastrera.,1683,38302,0.3681,True
Semierecta.,1219,65686,0.8432,False
Rastrera.,1933,89435,0.239,False
Semierecta.,1311,24085,0.287,False
Erecta.,1372,277,0.9072,True
Rastrera.,1600,99768,0.9788,False
Semierecta.,1636,38897,0.9408,True
Rastrera.,1225,19531,0.4062,True
Semierecta.,1959,94691,0.2056,True
Rastrera.,1494,52470,0.8847,True
Erecta.,1242,95381,0.1021,True
Rastrera.,1368,7526,0.8875,False
Erecta.,1096,75826,0.9707,True
Rastrera.,1723,8107,0.1021,False
Semierecta.,1180,98379,0.2384,True
Erecta.,1850,37523,0.416,False
Erecta.,1729,78390,0.0444,True
Erecta.,1536,94183,0.8304,True
Rastrera.,1113,37618,0.4779,True
Semierecta.,1519,33147,0.0008,False
Semierecta.,1355,5642,0.2961,True
Rastrera.,1665,22358,0.3735,False
Rastrera.,1402,90907,0.4077,False
Rastrera.,1244,55807,0.2181,False
Erecta.,1209,1096,0.8231,True
Erecta.,1324,22056,0.0532,True
Erecta.,1745,83776,0.9636,True
Rastrera.,1840,39073,0.8517,False
Erecta.,1544,14324,0.2476,True
Rastrera.,1970,74153,0.6693,True
Erecta.,1146,89737,0.2232,True
Erecta.,1953,18108,0.5415,True
Rastrera.,1508,77338,0.3268,False
Semierecta.,1728,63956,0.6636,False
Erecta.,1519,97745,0.5543,True
Rastrera.,1126,8509,0.551,True
Semierecta.,1314,62369,0.688,False
Semierecta.,1908,6355,0.4206,False
Erecta.,1740,72054,0.5822,True
Erecta.,1960,86448,0.2001,False
Erecta.,1180,72220,0.0235,True
Rastrera.,1926,46091,0.1189,True
Rastrera.,1110,93349,0.4845,True
Erecta.,1245,74568,0.2792,False
Erecta.,1307,14793,0.3224,True
Erecta.,1906,66188,0.0841,True
Erecta.,1938,97817,0.702,True
Semierecta.,1535,75735,0.3046,False
Rastrera.,1345,65907,0.6935,False
Erecta.,1764,68825,0.9436,True
Erecta.,1375,10674,0.6985,True
Semierecta.,1323,34281,0.7309,True
Rastrera.,1473,22269,0.3773,False
Rastrera.,1082,81727,0.9333,True
Erecta.,1593,10751,0.7393,False
Rastrera.,1597,42290,0.0752,True
Erecta.,1413,65988,0.5539,True
Erecta.,2000,53111,0.7401,True
Rastrera.,1630,94042,0.9441,True
Rastrera.,1709,3721,0.1074,True
Erecta.,1351,72863,0.2606,False
Rastrera.,1413,39192,0.266,False
Semierecta.,1252,60419,0.5369,True
Semierecta.,1958,33955,0.0707,False
Erecta.,1276,64286,0.0115,True
Erecta.,1474,32620,0.3835,False
Semierecta.,1847,55158,0.1671,False
Erecta.,1639,16728,0.3617,False
Rastrera.,1930,5985,0.7552,False
Erecta.,1557,4886,0.6434,True
Erecta.,1173,22432,0.0584,True
Rastrera.,1826,94438,0.488,True
Erecta.,1529,99932,0.7437,False
Erecta.,1691,19893,0.0882,True
Rastrera.,1800,77170,0.5266,True
Rastrera.,1590,89547,0.4216,False
Erecta.,1881,85011,0.7569,True
Semierecta.,1667,39653,0.491,True
Rastrera.,1454,17670,0.0064,True
Semierecta.,1352,25256,0.9797,False
Rastrera.,1154,86049,0.6886,False
Rastrera.,1401,24725,0.0082,False
Rastrera.,1555,55786,0.5141,False
Erecta.,1122,80778,0.1434,False
Erecta.,1035,67521,0.5729,False
Rastrera.,1272,57173,0.0379,False
Erecta.,1754,69061,0.6023,True
Semierecta.,1587,4619,0.4898,False
Erecta.,1256,962,0.5823,True
Semierecta.,1621,94665,0.1167,False
Erecta.,1118,34142,0.6312,True
Semierecta.,1841,90504,0.8414,False
Semierecta.,1762,68530,0.3992,True
Semierecta.,1674,41710,0.8822,True
Semierecta.,1376,46315,0.5687,False
Erecta.,1691,41328,0.9405,False
Erecta.,1980,12906,0.2471,False
Erecta.,1705,20723,0.6167,False
Erecta.,1960,12507,0.6625,False
Semierecta.,1729,41940,0.6813,True
Erecta.,1889,72361,0.0363,False
Semierecta.,1391,69654,0.0166,True
Rastrera.,1103,74919,0.6074,False
Semierecta.,1584,69625,0.3557,True
Rastrera.,1461,53751,0.358,True
Erecta.,1677,11931,0.4936,False
Erecta.,1022,1551,0.8274,False
Erecta.,1255,49488,0.2109,False
Erecta.,1415,18920,0.9563,False
Rastrera.,1001,64180,0.5893,False
Rastrera.,1172,57875,0.1693,True
Semierecta.,1111,54104,0.8202,True
Erecta.,1337,76972,0.2463,False
Semierecta.,1245,18345,0.6946,False
Erecta.,1655,31548,0.2931,False
Erecta.,1959,17214,0.4697,False
Erecta.,1524,41149,0.1824,False
Semierecta.,1890,71912,0.7481,False
Rastrera.,1338,21759,0.362,False
Semierecta.,1589,17574,0.4988,True
Semierecta.,1405,73639,0.116,False
Semierecta.,1369,24920,0.8238,True
Erecta.,1242,138,0.5434,False
Rastrera.,1481,40261,0.0908,True
Semierecta.,1710,31428,0.7514,False
Semierecta.,1141,88950,0.6345,True
Erecta.,1701,32865,0.4862,True
Rastrera.,1282,80914,0.8377,False
Semierecta.,1428,50536,0.7257,False
Rastrera.,1138,9506,0.5274,True
Rastrera.,1803,57642,0.5974,True
Rastrera.,1385,60378,0.9918,False
Rastrera.,1493,29172,0.5952,True
Semierecta.,1131,98565,0.7131,True
Semierecta.,1762,56546,0.6954,False
Erecta.,1699,51319,0.4708,False
Semierecta.,1630,50693,0.8174,False
Rastrera.,1206,80794,0.8599,True
Rastrera.,1862,76943,0.8957,False
Semierecta.,1864,23723,0.8628,False
Rastrera.,1817,14559,0.2217,False
Semierecta.,1099,35790,0.6425,False
Rastrera.,1482,36899,0.0646,False
Semierecta.,1562,45465,0.7055,False
Rastrera.,1450,74069,0.8724,False
Semierecta.,1216,57880,0.5981,True
Erecta.,1832,25581,0.615,False
Erecta.,1308,1238,0.1251,False
Erecta.,1372,1742,0.1388,False
Rastrera.,1478,14653,0.4437,True
Semierecta.,1323,93511,0.3737,False
Rastrera.,1182,22063,0.354,True
Erecta.,1407,78625,0.9648,False
Rastrera.,1216,71773,0.0995,False
Semierecta.,1325,57807,0.5619,True
Semierecta.,1521,57965,0.4215,False
Erecta.,1159,25676,0.7023,True
Semierecta.,1083,54182,0.6733,False
Erecta.,1191,57521,0.5458,False
Rastrera.,1006,36651,0.7235,False
Semierecta.,1139,68583,0.3427,False
Erecta.,1766,20763,0.8395,False
Semierecta.,1366,58836,0.6173,True
Semierecta.,1030,7511,0.8723,True
Erecta.,1754,59866,0.9458,True
Rastrera.,1563,47622,0.3341,True
Erecta.,1259,82303,0.0102,True
Semierecta.,1660,29566,0.6024,True
Semierecta.,1382,92707,0.0784,True
Rastrera.,1810,90444,0.2032,True
Semierecta.,1429,24170,0.8179,False
Rastrera.,1061,86639,0.5571,True
Erecta.,1297,63645,0.5828,True
Rastrera.,1874,12430,0.5472,False
Erecta.,1157,69827,0.2575,False
Rastrera.,1572,22666,0.7596,True
Rastrera.,1953,54579,0.253,True
Erecta.,1608,22144,0.7289,False
Rastrera.,1048,61259,0.2059,True
Rastrera.,1082,21424,0.2467,False
Erecta.,1591,36801,0.4579,True
Rastrera.,1231,27568,0.4177,False
Rastrera.,1893,7134,0.0696,False
Erecta.,1041,1429,0.4487,False
Erecta.,1986,64572,0.9174,False
Semierecta.,1773,90152,0.4983,False
Rastrera.,1345,54402,0.4776,True
Erecta.,1001,68192,0.1208,False
Rastrera.,1169,92567,0.0573,True
Semierecta.,1383,68454,0.0261,False
Semierecta.,1974,94725,0.5966,True
Erecta.,1683,49386,0.9461,False
Rastrera.,1442,41001,0.9379,False
Erecta.,1347,3435,0.8799,True
Semierecta.,1122,54323,0.6312,False
Semierecta.,1798,10171,0.8527,True
Rastrera.,1622,54572,0.4952,False
Rastrera.,1956,44179,0.1999,False
Rastrera.,1665,96916,0.6336,True
Semierecta.,1520,57596,0.2798,False
Erecta.,1978,69872,0.3545,False
Rastrera.,1347,99505,0.8793,False
Semierecta.,1676,22381,0.3466,False
Erecta.,1113,98595,0.1809,True
Erecta.,1708,67866,0.3778,True
Semierecta.,1580,98679,0.0507,True
Rastrera.,1518,54277,0.7736,True
Erecta.,1848,94981,0.1744,True
Rastrera.,1155,48014,0.5343,False
Erecta.,1950,52247,0.7214,True
Semierecta.,1990,75226,0.5393,True
Rastrera.,1207,34799,0.7432,False
Erecta.,1359,51689,0.7104,True
Erecta.,1226,16269,0.8165,True
Rastrera.,1143,58769,0.5742,False
Semierecta.,1842,99253,0.0329,False
Semierecta.,1129,15581,0.95,False
Rastrera.,1625,79755,0.4019,False
Rastrera.,1262,90120,0.7464,True
Semierecta.,1646,15744,0.8338,False
Rastrera.,1160,47448,0.3565,True
Rastrera.,1061,79575,0.2626,True
Erecta.,1714,38547,0.0278,False
Semierecta.,1949,31039,0.2502,True
Erecta.,1262,45331,0.0454,True
Rastrera.,1314,7649,0.3687,True
Erecta.,1048,58284,0.1177,False
Semierecta.,1521,89711,0.5663,False
Rastrera.,1640,50131,0.8983,False
Rastrera.,1897,95147,0.674,True
Rastrera.,1221,96470,0.4417,True
Semierecta.,1615,65919,0.3648,False
Rastrera.,1002,95803,0.9096,False
Erecta.,1863,55562,0.52,False
Rastrera.,1197,94839,0.1029,True
Rastrera.,1897,99049,0.576,False
Rastrera.,1097,17653,0.3626,False
Semierecta.,1785,27873,0.097,True
Rastrera.,1851,562,0.199,False
Rastrera.,1108,88807,0.6883,False
Semierecta.,1846,42742,0.0599,False
Erecta.,1128,56879,0.5691,False
Erecta.,1403,86157,0.473,False
Erecta.,1710,1519,0.7433,True
Erecta.,1012,34711,0.9452,False
Rastrera.,1630,76123,0.1429,False
Rastrera.,1167,24607,0.4609,False
Erecta.,1833,52031,0.1071,True
Erecta.,1181,27368,0.7072,True
Rastrera.,1869,14009,0.4358,True
Erecta.,1228,99279,0.9493,False
Semierecta.,1436,45580,0.2403,True
Semierecta.,1904,57062,0.0699,True
Erecta.,1732,90394,0.4365,True
Rastrera.,1486,77012,0.4881,False
Semierecta.,1833,77041,0.474,False
Erecta.,1340,61041,0.1475,False
Rastrera.,1403,85801,0.3455,True
Semierecta.,1019,89495,0.5988,False
Erecta.,1576,86220,0.8745,True
Semierecta.,1292,46621,0.9003,True
Erecta.,1179,42303,0.4169,True
Rastrera.,1123,15294,0.5679,False
Rastrera.,1501,78802,0.5677,True
Rastrera.,1482,33993,0.4638,False
Semierecta.,1406,37967,0.6087,False
Rastrera.,1047,99349,0.9958,True
Erecta.,1041,30893,0.0022,False
Erecta.,1304,92551,0.7769,False
Semierecta.,1157,28219,0.903,True
Rastrera.,1096,22755,0.3243,True
Erecta.,1450,37508,0.2488,False
Semierecta.,1364,17353,0.9019,True
Rastrera.,1133,50293,0.685,False
Rastrera.,2000,8752,0.7989,False
Rastrera.,1189,2684,0.3979,True
Erecta.,1657,84628,0.296,False
Semierecta.,1980,18469,0.3286,False
Erecta.,1253,69251,0.7955,False
Erecta.,1375,18676,0.9136,False
Erecta.,1849,63663,0.9764,True
Semierecta.,1544,96747,0.6428,True
Rastrera.,1861,15271,0.199,True
Rastrera.,1256,12755,0.4232,True
Semierecta.,1217,77488,0.809,False
Rastrera.,1288,90189,0.7842,False
Erecta.,1845,5526,0.3865,True
Semierecta.,1133,81696,0.2899,True
Rastrera.,1397,89195,0.8733,True
Erecta.,1718,63273,0.3294,False
Erecta.,1047,69400,0.5301,False
Rastrera.,1695,64867,0.0033,False
Semierecta.,1815,388,0.3836,False
Rastrera.,1280,39137,0.886,True
Erecta.,1605,89173,0.3308,True
Semierecta.,1136,18080,0.4356,True
Rastrera.,1619,3663,0.7451,False
Rastrera.,1029,35360,0.07,True
Erecta.,1077,88575,0.7796,False
Rastrera.,1052,66716,0.5437,True
Rastrera.,1355,54903,0.5389,False
Semierecta.,1308,22379,0.4455,False
Rastrera.,1339,35673,0.1066,False
Erecta.,1615,94786,0.1725,True
Erecta.,1782,13570,0.1309,False
Semierecta.,1720,70094,0.6989,False
Rastrera.,1330,49668,0.0812,False
Erecta.,1139,77359,0.1704,True
Semierecta.,1735,17038,0.4663,True
Semierecta.,1211,5979,0.8441,True
Semierecta.,1614,29037,0.345,False
Erecta.,1763,46143,0.1052,False
Erecta.,1780,49568,0.8661,False
Erecta.,1663,42274,0.589,False
Erecta.,1909,51099,0.434,False
Rastrera.,1275,54358,0.2476,True
Erecta.,1508,28344,0.9238,False
Erecta.,1314,27480,0.5728,False
Erecta.,1903,65521,0.8923,True
Rastrera.,1758,89242,0.4061,False
Semierecta.,1658,93174,0.4694,True
Semierecta.,1782,83202,0.0192,True
Erecta.,1132,63907,0.1619,False
Rastrera.,1984,56900,0.513,False
Rastrera.,1820,26749,0.8754,True
Rastrera.,1531,58638,0.9838,True
Erecta.,1528,4552,0.5734,True
Rastrera.,1985,27872,0.8955,False
Semierecta.,1930,24152,0.0696,False
Erecta.,1827,40676,0.9135,True
Rastrera.,1199,74710,0.4456,False
Erecta.,1528,45301,0.0843,False
Rastrera.,1942,71621,0.6761,False
Semierecta.,1508,21595,0.5487,False
Semierecta.,1377,71443,0.0033,False
Rastrera.,1857,24128,0.9566,False
Rastrera.,1672,591,0.233,True
Rastrera.,1268,88683,0.1549,True
Semierecta.,1781,84057,0.4186,True
Rastrera.,1654,9251,0.0597,False
Semierecta.,1674,64621,0.7235,False
Rastrera.,1113,76911,0.3238,True
Erecta.,1507,46921,0.3853,True
Rastrera.,1140,91987,0.8557,False
Rastrera.,1646,35076,0.3882,True
Erecta.,1644,30132,0.4048,False
Semierecta.,1309,90941,0.7457,True
Semierecta.,1451,85297,0.7191,True
Rastrera.,1581,34159,0.8639,False
Rastrera.,1365,76776,0.8107,True
Erecta.,1622,85012,0.9296,False
Semierecta.,1089,65218,0.0727,True
Semierecta.,1382,14084,0.7621,False
Rastrera.,1281,74365,0.027,False
Erecta.,1678,75112,0.751,True
Rastrera.,1066,77337,0.3755,False
Erecta.,1654,93675,0.6345,True
Semierecta.,1374,94432,0.9092,True
Semierecta.,1299,25437,0.0205,False
Semierecta.,1825,59408,0.6277,False
Semierecta.,1627,70526,0.3959,False
Rastrera.,1159,79537,0.077,True
Erecta.,1956,30669,0.597,True
Erecta.,1266,66536,0.0606,False
Erecta.,1519,99079,0.2515,False
Erecta.,1153,85121,0.606,True
Rastrera.,1557,46692,0.2541,False
Erecta.,1990,86731,0.7902,False
Rastrera.,1894,23222,0.7501,False
Rastrera.,1986,44777,0.084,True
Erecta.,1137,48034,0.7962,True
Rastrera.,1595,56892,0.5281,True
Semierecta.,1292,8769,0.724,False
Semierecta.,1222,76971,0.1003,True
Rastrera.,1921,36047,0.8016,True
Erecta.,1454,93520,0.5496,False
Erecta.,1465,59387,0.5615,False
Erecta.,1237,28559,0.796,False
Erecta.,1084,92169,0.0371,False
Semierecta.,1406,23863,0.87,False
Semierecta.,1419,78032,0.689,False
Rastrera.,1371,39837,0.7044,False
Semierecta.,1583,37099,0.1567,False
Erecta.,1780,54933,0.5312,False
Semierecta.,1763,56732,0.8015,False
Semierecta.,1890,1631,0.8544,True
Rastrera.,1342,9100,0.023,True
Erecta.,1393,82787,0.1194,True
Rastrera.,1321,36545,0.8555,False
Semierecta.,1168,98252,0.7214,True
Rastrera.,1081,14119,0.3671,True
Rastrera.,1071,47929,0.0385,True
Erecta.,1458,21405,0.2579,True
Semierecta.,1169,4881,0.9974,False
Erecta.,1064,64063,0.844,True
Rastrera.,1073,74732,0.9998,True
Semierecta.,1562,66912,0.1411,False
Rastrera.,1149,4753,0.8325,True
Erecta.,1786,44520,0.693,False
Erecta.,1266,35634,0.5473,False
Erecta.,1118,48963,0.6299,False
Semierecta.,1292,76439,0.8996,True
Erecta.,1255,2520,0.1892,False
Semierecta.,1982,54216,0.6622,True
Rastrera.,1913,35185,0.5727,False
Rastrera.,1882,78595,0.9183,False
Semierecta.,1292,11522,0.9516,True
Rastrera.,1003,68672,0.0456,False
Semierecta.,1586,55981,0.2238,False
Semierecta.,1277,20668,0.709,True
Rastrera.,1071,56678,0.3469,True
Erecta.,1270,69385,0.8792,True
Semierecta.,1495,87958,0.3916,True
Erecta.,1885,93055,0.4549,False
Semierecta.,1414,6709,0.7828,True
Rastrera.,1249,20689,0.4625,True
Rastrera.,1468,82052,0.5711,True
Erecta.,1819,548,0.9007,False
Rastrera.,1037,5257,0.5992,False
Rastrera.,1905,11957,0.3571,False
Semierecta.,1317,12255,0.1674,False
Semierecta.,1977,8921,0.4536,True
Rastrera.,1818,36830,0.9914,False
Erecta.,2000,40295,0.5043,False
Semierecta.,1018,59578,0.4865,False
Erecta.,1749,91392,0.2195,True
Semierecta.,1809,31538,0.6394,False
Erecta.,1508,210,0.4164,False
Rastrera.,1365,9449,0.2837,True
Erecta.,1377,96192,0.303,False
Rastrera.,1018,49663,0.43,False
Rastrera.,1522,30389,0.5914,True
Semierecta.,1135,34624,0.9397,True
Semierecta.,1734,37341,0.3304,True
Rastrera.,1576,84701,0.1771,False
Rastrera.,1976,69318,0.0386,True
Semierecta.,1061,39940,0.7091,False
Rastrera.,1886,49623,0.96,False
Rastrera.,1813,46428,0.0486,False
Rastrera.,1252,33266,0.8487,True
Rastrera.,1895,2158,0.0126,False
Erecta.,1381,17794,0.253,True
Semierecta.,1157,7308,0.3348,False
Rastrera.,1980,30605,0.0178,False
Rastrera.,1690,2872,0.5509,True
Erecta.,1936,3755,0.7244,False
Semierecta.,1612,89011,0.8257,True
Rastrera.,1399,47938,0.4532,False
Erecta.,1894,48142,0.0537,False
Semierecta.,1008,35844,0.3969,True
Semierecta.,1220,49634,0.241,False
Erecta.,1911,29330,0.9102,True
Semierecta.,1187,71500,0.736,False
Rastrera.,1294,80404,0.2365,True
Rastrera.,1701,5009,0.5511,False
Semierecta.,1314,51968,0.8341,False
Semierecta.,1595,95435,0.2787,True
Rastrera.,1750,79775,0.5806,False
Rastrera.,1421,54536,0.3891,True
Erecta.,1204,24344,0.8973,True
Rastrera.,1029,86508,0.2836,False
Semierecta.,1409,15783,0.1076,False
Rastrera.,1636,69638,0.0359,False
Erecta.,1103,67257,0.7748,True
Erecta.,1801,43103,0.0571,False
Erecta.,1692,54297,0.7702,True
Erecta.,1790,34358,0.2597,True
Rastrera.,1238,39552,0.925,False
Rastrera.,1543,39106,0.5288,True
Semierecta.,1398,7830,0.5153,True
Rastrera.,1569,98861,0.2724,False
Erecta.,1256,43621,0.0058,True
Semierecta.,1067,5351,0.2175,False
Rastrera.,1343,9470,0.5897,True
Rastrera.,1783,98191,0.1578,False
Erecta.,1756,85346,0.9386,True
Rastrera.,1812,69734,0.406,True
Semierecta.,1242,29991,0.3693,False
Rastrera.,1063,24890,0.0069,False
Erecta.,1195,72484,0.6112,True
Erecta.,1187,74469,0.2234,False
Rastrera.,1173,84001,0.7324,False
Rastrera.,1904,51241,0.1839,False
Rastrera.,1453,9610,0.684,False
Semierecta.,1895,88056,0.7953,False
Erecta.,1743,62596,0.2812,False
Semierecta.,1337,59360,0.6375,True
Semierecta.,1890,1275,0.4378,True
Erecta.,1077,16760,0.5146,True
Semierecta.,1938,76168,0.5689,False
Semierecta.,1461,69939,0.4163,False
Rastrera.,1734,1454,0.4692,False
Semierecta.,1910,69859,0.8613,False
Erecta.,1931,41217,0.5667,False
Rastrera.,1668,67305,0.8574,True
Erecta.,1633,4937,0.955,True
Erecta.,1711,13793,0.1205,False
Erecta.,1369,17392,0.3523,True
Semierecta.,1047,60080,0.7396,True
Semierecta.,1055,8795,0.1222,False
Rastrera.,1497,44423,0.1004,True
Erecta.,1362,11338,0.4433,False
Semierecta.,1311,82789,0.3097,True
Rastrera.,1344,79839,0.0777,True
Semierecta.,1802,93880,0.1115,True
Semierecta.,1171,4964,0.9378,False
Rastrera.,1106,89674,0.7182,True
Semierecta.,1290,5274,0.6518,False
Rastrera.,1465,48547,0.0019,False
Erecta.,1830,11269,0.0799,False
Semierecta.,1111,42412,0.3039,True
Semierecta.,1066,30450,0.9937,True
Semierecta.,1675,22897,0.6582,True
Semierecta.,1881,38818,0.1861,False
Erecta.,1437,99476,0.4083,False
Rastrera.,1691,1650,0.4293,False
Rastrera.,1124,88710,0.2825,False
Erecta.,1892,59956,0.8467,False
Semierecta.,1519,89132,0.2339,True
Semierecta.,1575,77165,0.9361,False
Rastrera.,1273,22560,0.5866,True
Rastrera.,1587,5933,0.7794,True
Rastrera.,1156,19671,0.4635,True
Semierecta.,1700,89959,0.065,False
Erecta.,1772,5249,0.709,True
Erecta.,1160,45912,0.2798,False
